Title,Rating,Description,Genre,Directors,Stars,Release Year
Chaar Lugaai,8.6,"Women, who maintain every duty and responsibility of their married life, but while on that, they find themselves yearning for intimacy and affection. With their husbands staying afar, they ...                See full summary »",Mystery,[],[],2023
 1923,8.2,"The feud between Whitfield, Banner, and the Duttons reaches the point of no return. Spencer and Alexandra encounter a different kind of peril on their passenger ship home. Marshalls track Teonna, who finds a rare respite of hope.","Drama, Western",[],[],2022
Finding Michael,6.0,Spencer Matthews heads to Everest to try and find his brother Michael who disappeared 23 years ago.,Documentary,[],[],2023
 The Night Agent,8.1,More truths emerge about the bombing suspect's identity. Chelsea and Peter race to find Maddie after she sends a video with a coded message.,"Action, Drama, Thriller",[],[],2023
 Vinland Saga,8.9,"The battle has left heartbreaking casualties in its wake. Though Thorgil and Ketil's wife want to continue the fight, Canute demands their surrender.","Animation, Action, Adventure",[],[],2019
 Star Wars Visions,7.8,"A hopeful mechanic and disillusioned young Jedi team up for a risky and unlikely quest to turn the tide of the galactic war, but dark forces tail them.","Animation, Action, Adventure",[],[],2021
Real Madrid Until the End,8.9,"On their path to one of the most remarkable endings in football history, which resulted in a record 14th Champions League triumph, they overcome the odds and doubters with the support of their ardent fans.",Documentary,[],[],2023
Mavka The Forest Song,7.9,Mavka must choose between love and duty to protect the Heart of the Forest.,"Animation, Adventure, Comedy",[],[],2023
Boo,6.7,Four friends gather to celebrate Halloween. They begin reading an horror novel. Things take a strange turn as they begin to experience bizarre events while reading the book. Will they be able to escape the spirit that haunts them?,"Horror, Thriller",[],[],2023
Valentines Night,7.7,Realize that everything connects to everything else.,Romance,[],[],2023
Breakout,7.3,"Maniratnam who is an Aspiring filmmaker Suffers from monophobia,he come out to hyderabad for a narration meet,when he fails to meet up hero considering it was his bad day he tries to call ...                See full summary »","Mystery, Thriller",[],[],2023
The 1619 Project,4.7,Connects the centrality of slavery in history with an unflinching account of brutal racism that endures in so many aspects of American life today.,"Documentary, History",[],[],2023
The Extortion,6.6,A commercial airplane pilot is blackmailed by his country's intelligence services to carry mysterious suitcases on his trips to Spain.,"Crime, Thriller",[],[],2023
Dead Line,8.0,"This story with a suspense thriller plot.A beautiful couple named Julie and Robert goes for a long drive on the highway On the way. Robert gives a lift to a beautiful girl named Moni, which...                See full summary »",Thriller,[],[],2023
 Star Wars Visions,6.5,"Young pilot Anni, who is embarrassed by her sweet, but clingy mum, must team with her for a madcap family race at the academy. Along the way, their relationship is tested by the elements, their old ship, other racers...and each other.","Animation, Action, Adventure",[],[],2021
War of the Worlds The Attack,3.7,The adventures of 3 young astronomers and their fight to survive a deadly Martian Invasion.,"Sci-Fi, Thriller",[],[],2023
The Good Bad Mother,8.4,"A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.","Comedy, Crime, Drama",[],[],2023
The Locksmith,4.8,"A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance.","Action, Crime, Mystery",[],[],2023
 Demon Slayer Kimetsu no Yaiba,8.4,"As the battle with Zohakuten intensifies, Mitsuri also develops a demon slayer mark on her neck. Just like Mucihiro, the power she gains as a result is tremendous, and she's able to overpower Zohakuten for a while.","Animation, Action, Adventure",[],[],2019
Raa Raa Penimiti,7.6,Add a Plot,"Action, Mystery",[],[],2023
 Shadow and Bone,7.6,Alina's connection to Kirigan grows increasingly unstable after his latest strike. The Crows head to Shu Han on a mission to retrieve a legendary sword.,"Action, Adventure, Drama",[],[],2021
Taxi,9.1,"Four people from different stratum of society hire a sharing cab but when they reach their destination, a series of perplexing events take place. But surprisingly they realize that everyone's life inside the cab is intertwined.","Action, Drama, Thriller",[],[],2023
Shabash Feluda,7.3,Feluda and Topshe are to solve a case in Gangtok assigned by Mr. Sasadhar Bose. They are to look into the accidental death of his business partner Selvankar. What role does the Yamantaka idol play?,"Mystery, Thriller",[],[],2023
 The Idol,4.4,"As Tedros inserts himself into Jocelyn's life by offering input on her wardrobe and collaborators, Leia brings her growing concerns to Chaim and Destiny.",Drama,[],[],2023
 1923,8.1,"In the wake of the tugboat crash, the next step in Spencer and Alexandra's fate is revealed. Cara and McDowell begin hiring new Livestock Officers. Teonna covers her tracks.","Drama, Western",[],[],2022
Funny Woman,7.4,"A young woman from Blackpool finds her voice in the male dominated world of the 1960s comedy, and in doing so takes London by storm.",Comedy,[],[],2023
 Vinland Saga,8.5,"Gardar, the runaway slave who killed his master has come to Ketil's farmstead to free Arnheid, his wife. Snake aims to subdue Gardar while Einar wishes to aid Gardar by violent means, Thorfinn, however, pursues a diplomatic solution.","Animation, Action, Adventure",[],[],2019
Primo,8.2,"Follows a San Antonio teenager balancing college aspirations, societal expectations and a hectic home life anchored by his single mom and five uncles. Based on Shea Serrano's life.",Comedy,[],[],2023
Tomo chan Is a Girl ,7.6,"Tomo is a tomboy who has been in love with her childhood friend Junichiro, and strives to make him see her as a romantic candidate.","Animation, Comedy, Drama",[],[],2023
 Vinland Saga,7.9,"With Canute's newfound additional throne and the land of Denmark, he aims to fund his armies with drastic means. Ketil meets with Lief Ericson who finds out he has a slave named Thorfinn. Ketil pays tribute to the new king Canute.","Animation, Action, Adventure",[],[],2019
 Yellowjackets,7.5,"Two months into winter the survivors cope with falling rations, low morale and their latest disastrous attempt to freeze a teammate out of the game. Taissa, Misty and Natalie all seek out best friends, both old and new.","Drama, Horror, Mystery",[],[],2021
Vaalvi,8.3,"Aniket and Avani, a couple, decide to end their lives together. A foolproof plan is made, but by Aniket and his girlfriend Devika. So, is a suicide being executed or a murder being planned?","Comedy, Drama, Thriller",[],[],2023
 The Night Agent,7.6,"Now in hiding, Peter and Rose grow closer and investigate a potential bombing suspect. At the White House, the conspirators obtain a disturbing tape.","Action, Drama, Thriller",[],[],2023
 Vinland Saga,8.3,"A slave kills his master and all his sons, as a result, a bounty amounting to three horses is placed on his head. The old master collapses tending the field and must be taken care of due to his poor health.","Animation, Action, Adventure",[],[],2019
Born to Fly,6.4,"A special operations team headed by elite pilots are ordered to test new fighter jets. Test flight after test flight, they challenge the limits of the sky and themselves.","Action, Drama",[],[],2023
Vasantha Mullai,5.8,"Rudhran, works tirelessly for a successful career and money, embarks on a romantic journey to spend quality time with his girlfriend Nila. On the way, he stays at the Vasantha Mullai Motel which takes him on a roller coaster ride.","Drama, Mystery, Thriller",[],[],2023
The Way Home,7.9,Follows the lives of the Landry family women.,Drama,[],[],2023
Theerkadarishi,7.3,"Theerkadarishi is an upcoming Tamil movie. The movie is directed by P. G. Mohan, L. R. Sundarapandi and will feature Ajmal Ameer as lead character.","Crime, Thriller",[],[],2023
 The Bear,9.8,Flashback to an intense and heated Christmas dinner in the Berzatto family.,"Comedy, Drama",[],[],2022
This World Can t Tear Me Down,8.1,"When an old friend returns to the neighborhood, Zerocalcare wants to help him find his place back in the world. But what's the right thing to do?","Animation, Comedy, Drama",[],[],2023
In Your Dreams,5.7,"The falling in love of two people who ran away from marriage and the interesting events that followed. Istanbul, urban renewal, love and dreams come together in this movie.","Comedy, Drama, Romance",[],[],2023
 The Night Agent,7.7,"After new revelations surface, Peter and Rose scramble to find more evidence with help from Chelsea and Maddie. A bigger threat looms at Camp David.","Action, Drama, Thriller",[],[],2023
 Queen Charlotte A Bridgerton Story,7.6,"Betrothed against her will to King George, young Charlotte arrives in London on her wedding day and faces scrutiny from the monarch's cunning mother.","Drama, History, Romance",[],[],2023
 Vinland Saga,8.8,"Ketil gathers men to fight and defend his farm from the King's forces. Meanwhile, Thorfinn and his friends try to escape with Arnheid before the battle ends.","Animation, Action, Adventure",[],[],2019
Kali Jotta,7.5,The life and struggle of Raabia and her student Anant. Their relationship raises various questions and disagreements towards the politics of gender performativity in Indian cultural system.,"Crime, Drama, Romance",[],[],2023
A Real Hero,8.8,Add a Plot,"Documentary, Short, Biography",[],[],2023
 The Diplomat,8.6,"In London, Hal's actions cause friction as Kate heads to Paris with Dennison to get a handle on the Lenkov situation, which soon takes a shocking turn.","Drama, Thriller",[],[],2023
 Love Death,7.3,"After a surprisingly charged moment at a church volleyball match, Candy proposes that she and Allan have an affair. Though he initially refuses, the pair soon begin strategizing their secret arrangement.","Biography, Crime, Drama",[],[],2023
